id,COVIDCONTROL_01_RAW,COVIDCONTROL_02_RAW,COVIDCONTROL_03_RAW,COVIDCONTROL_04_RAW,COVIDCONTROL_05_RAW,COVIDCONTROL_06_RAW,COVIDCONTROL_07_RAW,COVIDCONTROL_08_RAW,COVIDCONTROL_09_RAW,COVIDCONTROL_10_RAW,COVIDCONTROL_11_RAW,COVIDCONTROL_12_RAW,COVIDCONTROL_13_RAW,COVIDCONTROL_01_DIR,COVIDCONTROL_02_DIR,COVIDCONTROL_03_DIR,COVIDCONTROL_04_DIR,COVIDCONTROL_05_DIR,COVIDCONTROL_06_DIR,COVIDCONTROL_07_DIR,COVIDCONTROL_08_DIR,COVIDCONTROL_09_DIR,COVIDCONTROL_10_DIR,COVIDCONTROL_11_DIR,COVIDCONTROL_12_DIR,COVIDCONTROL_13_DIR,COVIDCONTROL_RAW_NA,COVIDCONTROL_DIR_NA
c8g9jszal0,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,4,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,4,0,0
c8hu5bsh4e,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,No,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,7,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,No,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,7,0,0
cfkly9zxv2,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,5,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,5,0,0
cg1eldphlr,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),2,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),2,0,0
cj5ejfvtb3,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,Dentro de mis conocidos,Muy alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,4,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,Dentro de mis conocidos,Muy alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,4,0,0
cjjbo78l0u,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
cn589l7pn4,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
cr0j272mz4,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,1,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,1,0,0
cu389mbfxe,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,0,0
cv962bvx5t,Vivo solo(a),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,Vivo solo(a),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,0,0
d1wdaer3c5,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,0,0
d24o1c3w7n,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,1,0,0
d2s2l3na16,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,8,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,8,0,0
d5w1gpjg45,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,4,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,4,0,0
d91h22qysr,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,0,0
da1u0gy74y,Mascota(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Muy alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,2,Mascota(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Muy alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,2,0,0
dc51vr8zat,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,1,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,1,0,0
dcldsab5fd,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Dentro de mis amigos cercanos,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,8,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Dentro de mis amigos cercanos,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,8,0,0
ddaztuhj5z,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,4,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,4,0,0
ddc8f21j3k,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,Dentro de mis conocidos,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,Dentro de mis conocidos,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,4,0,0
dezmr6fn3c,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,1,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,1,0,0
dfdftb1qqa,Vivo solo(a),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),2,Vivo solo(a),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),2,0,0
dfy45dn269,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",9,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",9,0,0
do5s3zc8zc,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Malo,Dentro de mi familia,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),3,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Malo,Dentro de mi familia,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),3,0,0
dr9o0bvodp,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,1,0,0
drjbxfnocl,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,0,0
dtz8zvtz46,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
duzqp3a9ce,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,6,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,6,0,0
dxl2qu337x,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Dentro de mis conocidos,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,4,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Dentro de mis conocidos,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,4,0,0
dxyz7l2sm1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi provincia o región,Alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Peor,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi provincia o región,Alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Peor,Tengo el mismo trabajo,3,0,0
dyr18o9tsw,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),5,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),5,0,0
dzm6b2xp00,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,1,0,0
e55neqglsc,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,No lo sé / Prefiero no responder,2,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,No lo sé / Prefiero no responder,2,0,0
